,alpha3_code,region,category,parameter,mode,powertrain,year,unit,value
4271,IND,India,Projection-APS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7.69999980926513
4272,IND,India,Projection-STEPS,EV charging points,EV,Publicly available fast,2020,charging points,25.0
4273,IND,India,Projection-STEPS,EV charging points,EV,Publicly available slow,2020,charging points,330.0
4274,IND,India,Projection-APS,EV stock share,Buses,EV,2020,percent,0.0630000010132789
4275,IND,India,Projection-APS,EV stock,Buses,BEV,2020,Vehicles,1100.0
4276,IND,India,Projection-APS,EV sales,Buses,BEV,2020,Vehicles,2200.0
4277,IND,India,Projection-APS,EV sales,Vans,BEV,2020,Vehicles,1000.0
4278,IND,India,Projection-APS,EV stock,Vans,BEV,2020,Vehicles,4700.0
4279,IND,India,Projection-APS,EV sales,Cars,BEV,2020,Vehicles,3100.0
4280,IND,India,Projection-APS,EV stock,Cars,BEV,2020,Vehicles,12000.0
4281,IND,India,Projection-APS,EV stock,Cars,PHEV,2020,Vehicles,50.0
4282,IND,India,Projection-APS,EV sales,Cars,PHEV,2020,Vehicles,43.0
4283,IND,India,Projection-STEPS,EV sales,Buses,BEV,2020,Vehicles,2200.0
4284,IND,India,Projection-STEPS,EV stock,Buses,BEV,2020,Vehicles,1100.0
4285,IND,India,Projection-STEPS,EV sales,Vans,BEV,2020,Vehicles,1000.0
4286,IND,India,Projection-STEPS,EV stock,Vans,BEV,2020,Vehicles,4700.0
4287,IND,India,Projection-STEPS,EV sales,Cars,BEV,2020,Vehicles,3100.0
4288,IND,India,Projection-STEPS,EV stock,Cars,BEV,2020,Vehicles,12000.0
4289,IND,India,Projection-STEPS,EV sales,Cars,PHEV,2020,Vehicles,43.0
4290,IND,India,Projection-STEPS,EV stock,Cars,PHEV,2020,Vehicles,50.0
4291,IND,India,Historical,EV stock share,Buses,EV,2020,percent,0.0630000010132789
4292,IND,India,Historical,EV sales share,Cars,EV,2020,percent,0.129999995231628
4293,IND,India,Historical,EV sales share,Vans,EV,2020,percent,0.230000004172325
4294,IND,India,Historical,EV stock share,Vans,EV,2020,percent,0.06700000166893
4295,IND,India,Historical,EV charging points,EV,Publicly available fast,2020,charging points,25.0
4296,IND,India,Historical,EV charging points,EV,Publicly available slow,2020,charging points,330.0
4297,IND,India,Historical,EV stock,Cars,PHEV,2020,Vehicles,50.0
4298,IND,India,Historical,EV sales,Cars,BEV,2020,Vehicles,3100.0
4299,IND,India,Historical,EV sales,Cars,PHEV,2020,Vehicles,43.0
4300,IND,India,Historical,EV stock,Cars,BEV,2020,Vehicles,12000.0
4301,IND,India,Projection-APS,Electricity demand,Cars,EV,2020,GWh,0.0509999990463256
4302,IND,India,Projection-APS,EV sales share,Vans,EV,2020,percent,0.230000004172325
4303,IND,India,Projection-APS,EV stock share,Vans,EV,2020,percent,0.06700000166893
4304,IND,India,Projection-APS,EV stock share,Cars,EV,2020,percent,0.0299999993294477
4305,IND,India,Projection-APS,EV sales share,Cars,EV,2020,percent,0.129999995231628
4306,IND,India,Historical,EV sales,Buses,BEV,2020,Vehicles,2200.0
4307,IND,India,Historical,EV stock,Buses,BEV,2020,Vehicles,1100.0
4308,IND,India,Historical,EV sales,Vans,BEV,2020,Vehicles,1000.0
4309,IND,India,Historical,EV stock,Vans,BEV,2020,Vehicles,4700.0
4310,IND,India,Projection-STEPS,EV stock share,Buses,EV,2020,percent,0.0630000010132789
4311,IND,India,Projection-STEPS,EV sales share,Vans,EV,2020,percent,0.230000004172325
4312,IND,India,Projection-STEPS,EV stock share,Vans,EV,2020,percent,0.06700000166893
4313,IND,India,Projection-STEPS,EV stock share,Cars,EV,2020,percent,0.0299999993294477
4314,IND,India,Projection-STEPS,EV sales share,Cars,EV,2020,percent,0.129999995231628
4315,IND,India,Historical,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.0006600000197067
4316,IND,India,Historical,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.0001100000008591
4317,IND,India,Historical,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0001300000003539
4318,IND,India,Historical,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",38.0
4319,IND,India,Historical,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",6.5
4320,IND,India,Historical,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7.69999980926513
4321,IND,India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2020,Milion barrels per day,0.0006600000197067
4322,IND,India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2020,Milion barrels per day,0.0001100000008591
4323,IND,India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2020,Milion barrels per day,0.0001300000003539
4324,IND,India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2020,"Oil displacement, million lge",38.0
4325,IND,India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2020,"Oil displacement, million lge",6.5
4326,IND,India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2020,"Oil displacement, million lge",7.69999980926513
4327,IND,India,Historical,EV stock share,Cars,EV,2020,percent,0.0299999993294477
4328,IND,India,Historical,EV stock share,Cars,EV,2021,percent,0.0590000003576278
4329,IND,India,Historical,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,0.0009500000160187
4330,IND,India,Historical,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,0.000159999995958
4331,IND,India,Historical,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.0003199999919161
4332,IND,India,Historical,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",55.0
4333,IND,India,Historical,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",9.5
4334,IND,India,Historical,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",18.0
4335,IND,India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,0.0009500000160187
4336,IND,India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,0.000159999995958
4337,IND,India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.0003199999919161
4338,IND,India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",55.0
4339,IND,India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",9.5
4340,IND,India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",18.0
4341,IND,India,Projection-STEPS,EV sales share,Cars,EV,2021,percent,0.400000005960464
4342,IND,India,Projection-STEPS,EV stock share,Cars,EV,2021,percent,0.0590000003576278
4343,IND,India,Projection-STEPS,EV stock share,Vans,EV,2021,percent,0.0920000001788139
4344,IND,India,Projection-STEPS,EV sales share,Vans,EV,2021,percent,0.379999995231628
4345,IND,India,Projection-STEPS,EV stock share,Buses,EV,2021,percent,0.11999999731779
4346,IND,India,Historical,EV stock,Vans,BEV,2021,Vehicles,6400.0
4347,IND,India,Historical,EV sales,Vans,BEV,2021,Vehicles,1700.0
4348,IND,India,Historical,EV stock,Buses,BEV,2021,Vehicles,2100.0
4349,IND,India,Historical,EV sales,Buses,BEV,2021,Vehicles,1200.0
4350,IND,India,Projection-APS,EV sales share,Cars,EV,2021,percent,0.400000005960464
4351,IND,India,Projection-APS,EV stock share,Cars,EV,2021,percent,0.0590000003576278
4352,IND,India,Projection-APS,EV stock share,Vans,EV,2021,percent,0.0920000001788139
4353,IND,India,Projection-APS,EV sales share,Vans,EV,2021,percent,0.379999995231628
4354,IND,India,Projection-APS,Electricity demand,Cars,EV,2021,GWh,0.11999999731779
4355,IND,India,Historical,EV stock,Cars,BEV,2021,Vehicles,23000.0
4356,IND,India,Historical,EV sales,Cars,PHEV,2021,Vehicles,50.0
4357,IND,India,Historical,EV sales,Cars,BEV,2021,Vehicles,12000.0
4358,IND,India,Historical,EV stock,Cars,PHEV,2021,Vehicles,100.0
4359,IND,India,Historical,EV charging points,EV,Publicly available fast,2021,charging points,32.0
4360,IND,India,Historical,EV charging points,EV,Publicly available slow,2021,charging points,910.0
4361,IND,India,Historical,EV stock share,Vans,EV,2021,percent,0.0920000001788139
4362,IND,India,Historical,EV sales share,Vans,EV,2021,percent,0.379999995231628
4363,IND,India,Historical,EV sales share,Cars,EV,2021,percent,0.400000005960464
4364,IND,India,Historical,EV stock share,Buses,EV,2021,percent,0.11999999731779
4365,IND,India,Projection-STEPS,EV stock,Cars,PHEV,2021,Vehicles,100.0
4366,IND,India,Projection-STEPS,EV sales,Cars,PHEV,2021,Vehicles,50.0
4367,IND,India,Projection-STEPS,EV stock,Cars,BEV,2021,Vehicles,23000.0
4368,IND,India,Projection-STEPS,EV sales,Cars,BEV,2021,Vehicles,12000.0
4369,IND,India,Projection-STEPS,EV stock,Vans,BEV,2021,Vehicles,6400.0
4370,IND,India,Projection-STEPS,EV sales,Vans,BEV,2021,Vehicles,1700.0
4371,IND,India,Projection-STEPS,EV stock,Buses,BEV,2021,Vehicles,2100.0
4372,IND,India,Projection-STEPS,EV sales,Buses,BEV,2021,Vehicles,1200.0
4373,IND,India,Projection-APS,EV sales,Cars,PHEV,2021,Vehicles,50.0
4374,IND,India,Projection-APS,EV stock,Cars,PHEV,2021,Vehicles,100.0
4375,IND,India,Projection-APS,EV stock,Cars,BEV,2021,Vehicles,23000.0
4376,IND,India,Projection-APS,EV sales,Cars,BEV,2021,Vehicles,12000.0
4377,IND,India,Projection-APS,EV stock,Vans,BEV,2021,Vehicles,6400.0
4378,IND,India,Projection-APS,EV sales,Vans,BEV,2021,Vehicles,1700.0
4379,IND,India,Projection-APS,EV sales,Buses,BEV,2021,Vehicles,1200.0
4380,IND,India,Projection-APS,EV stock,Buses,BEV,2021,Vehicles,2100.0
4381,IND,India,Projection-APS,EV stock share,Buses,EV,2021,percent,0.11999999731779
4382,IND,India,Projection-STEPS,EV charging points,EV,Publicly available fast,2021,charging points,32.0
4383,IND,India,Projection-STEPS,EV charging points,EV,Publicly available slow,2021,charging points,910.0
4384,IND,India,Projection-APS,Oil displacement Mbd,Buses,EV,2021,Milion barrels per day,0.0009500000160187
4385,IND,India,Projection-APS,Oil displacement Mbd,Vans,EV,2021,Milion barrels per day,0.000159999995958
4386,IND,India,Projection-APS,Oil displacement Mbd,Cars,EV,2021,Milion barrels per day,0.0003199999919161
4387,IND,India,Projection-APS,"Oil displacement, million lge",Buses,EV,2021,"Oil displacement, million lge",55.0
4388,IND,India,Projection-APS,"Oil displacement, million lge",Vans,EV,2021,"Oil displacement, million lge",9.5
4389,IND,India,Projection-APS,"Oil displacement, million lge",Cars,EV,2021,"Oil displacement, million lge",18.0
4390,IND,India,Historical,Electricity demand,Cars,EV,2021,GWh,0.11999999731779
4391,IND,India,Projection-STEPS,Electricity demand,Cars,EV,2021,GWh,0.11999999731779
4392,IND,India,Historical,Electricity demand,Buses,EV,2022,GWh,310.0
4393,IND,India,Projection-APS,Oil displacement Mbd,Buses,EV,2022,Milion barrels per day,0.001300000003539
4394,IND,India,Projection-APS,Oil displacement Mbd,Vans,EV,2022,Milion barrels per day,0.0001699999993434
4395,IND,India,Projection-APS,Oil displacement Mbd,Cars,EV,2022,Milion barrels per day,0.0009899999713525
4396,IND,India,Projection-APS,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",77.0
4397,IND,India,Projection-APS,"Oil displacement, million lge",Vans,EV,2022,"Oil displacement, million lge",9.69999980926513
4398,IND,India,Projection-APS,"Oil displacement, million lge",Cars,EV,2022,"Oil displacement, million lge",57.0
4399,IND,India,Projection-STEPS,EV charging points,EV,Publicly available fast,2022,charging points,4100.0
4400,IND,India,Projection-STEPS,EV charging points,EV,Publicly available slow,2022,charging points,6800.0
4401,IND,India,Projection-APS,EV stock share,Buses,EV,2022,percent,0.180000007152557
4402,IND,India,Projection-APS,EV stock,Buses,BEV,2022,Vehicles,3100.0
4403,IND,India,Projection-APS,EV sales,Buses,BEV,2022,Vehicles,2000.0
4404,IND,India,Projection-APS,EV sales,Vans,BEV,2022,Vehicles,510.0
4405,IND,India,Projection-APS,EV stock,Vans,BEV,2022,Vehicles,6900.0
4406,IND,India,Projection-APS,EV sales,Cars,BEV,2022,Vehicles,48000.0
4407,IND,India,Projection-APS,EV stock,Cars,BEV,2022,Vehicles,72000.0
4408,IND,India,Projection-APS,EV stock,Cars,PHEV,2022,Vehicles,120.0
4409,IND,India,Projection-APS,EV sales,Cars,PHEV,2022,Vehicles,23.0
4410,IND,India,Projection-STEPS,EV sales,Buses,BEV,2022,Vehicles,2000.0
4411,IND,India,Projection-STEPS,EV stock,Buses,BEV,2022,Vehicles,3100.0
4412,IND,India,Projection-STEPS,EV sales,Vans,BEV,2022,Vehicles,510.0
4413,IND,India,Projection-STEPS,EV stock,Vans,BEV,2022,Vehicles,6900.0
4414,IND,India,Projection-STEPS,EV sales,Cars,BEV,2022,Vehicles,48000.0
4415,IND,India,Projection-STEPS,EV stock,Cars,BEV,2022,Vehicles,72000.0
4416,IND,India,Projection-STEPS,EV sales,Cars,PHEV,2022,Vehicles,23.0
4417,IND,India,Projection-STEPS,EV stock,Cars,PHEV,2022,Vehicles,120.0
4418,IND,India,Historical,EV stock share,Buses,EV,2022,percent,0.180000007152557
4419,IND,India,Historical,EV sales share,Cars,EV,2022,percent,1.5
4420,IND,India,Historical,EV sales share,Vans,EV,2022,percent,0.11999999731779
4421,IND,India,Historical,EV stock share,Vans,EV,2022,percent,0.0900000035762786
4422,IND,India,Historical,EV charging points,EV,Publicly available fast,2022,charging points,4100.0
4423,IND,India,Historical,EV charging points,EV,Publicly available slow,2022,charging points,6800.0
4424,IND,India,Historical,EV stock,Cars,PHEV,2022,Vehicles,120.0
4425,IND,India,Historical,EV sales,Cars,BEV,2022,Vehicles,48000.0
4426,IND,India,Historical,EV sales,Cars,PHEV,2022,Vehicles,23.0
4427,IND,India,Historical,EV stock,Cars,BEV,2022,Vehicles,72000.0
4428,IND,India,Projection-APS,Electricity demand,Buses,EV,2022,GWh,310.0
4429,IND,India,Projection-APS,Electricity demand,Vans,EV,2022,GWh,62.0
4430,IND,India,Projection-APS,Electricity demand,Cars,EV,2022,GWh,210.0
4431,IND,India,Projection-APS,EV sales share,Vans,EV,2022,percent,0.11999999731779
4432,IND,India,Projection-APS,EV stock share,Vans,EV,2022,percent,0.0900000035762786
4433,IND,India,Projection-APS,EV stock share,Cars,EV,2022,percent,0.159999996423721
4434,IND,India,Projection-APS,EV sales share,Cars,EV,2022,percent,1.5
4435,IND,India,Historical,EV sales,Buses,BEV,2022,Vehicles,2000.0
4436,IND,India,Historical,EV stock,Buses,BEV,2022,Vehicles,3100.0
4437,IND,India,Historical,EV sales,Vans,BEV,2022,Vehicles,510.0
4438,IND,India,Historical,EV stock,Vans,BEV,2022,Vehicles,6900.0
4439,IND,India,Projection-STEPS,EV stock share,Buses,EV,2022,percent,0.180000007152557
4440,IND,India,Projection-STEPS,EV sales share,Vans,EV,2022,percent,0.11999999731779
4441,IND,India,Projection-STEPS,EV stock share,Vans,EV,2022,percent,0.0900000035762786
4442,IND,India,Projection-STEPS,EV stock share,Cars,EV,2022,percent,0.159999996423721
4443,IND,India,Projection-STEPS,EV sales share,Cars,EV,2022,percent,1.5
4444,IND,India,Historical,Oil displacement Mbd,Buses,EV,2022,Milion barrels per day,0.001300000003539
4445,IND,India,Historical,Oil displacement Mbd,Trucks,EV,2022,Milion barrels per day,1.09999996311671e-06
4446,IND,India,Historical,Oil displacement Mbd,Vans,EV,2022,Milion barrels per day,0.0001699999993434
4447,IND,India,Historical,Oil displacement Mbd,Cars,EV,2022,Milion barrels per day,0.0010000000474974
4448,IND,India,Historical,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",77.0
4449,IND,India,Historical,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",0.0640000030398368
4450,IND,India,Historical,"Oil displacement, million lge",Vans,EV,2022,"Oil displacement, million lge",9.69999980926513
4451,IND,India,Historical,"Oil displacement, million lge",Cars,EV,2022,"Oil displacement, million lge",57.0
4452,IND,India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2022,Milion barrels per day,0.001300000003539
4453,IND,India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2022,Milion barrels per day,1.09999996311671e-06
4454,IND,India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2022,Milion barrels per day,0.0001699999993434
4455,IND,India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2022,Milion barrels per day,0.0010000000474974
4456,IND,India,Historical,EV stock share,Cars,EV,2022,percent,0.159999996423721
4457,IND,India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2022,"Oil displacement, million lge",77.0
4458,IND,India,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2022,"Oil displacement, million lge",0.0640000030398368
4459,IND,India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2022,"Oil displacement, million lge",9.69999980926513
4460,IND,India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2022,"Oil displacement, million lge",57.0
4461,IND,India,Historical,Electricity demand,Trucks,EV,2022,GWh,0.239999994635581
4462,IND,India,Historical,Electricity demand,Vans,EV,2022,GWh,62.0
4463,IND,India,Historical,Electricity demand,Cars,EV,2022,GWh,210.0
4464,IND,India,Projection-STEPS,Electricity demand,Buses,EV,2022,GWh,310.0
4465,IND,India,Projection-STEPS,Electricity demand,Trucks,EV,2022,GWh,0.239999994635581
4466,IND,India,Projection-STEPS,Electricity demand,Vans,EV,2022,GWh,62.0
4467,IND,India,Projection-STEPS,Electricity demand,Cars,EV,2022,GWh,210.0
4468,IND,India,Projection-STEPS,Electricity demand,Buses,EV,2025,GWh,1400.0
4469,IND,India,Projection-STEPS,Electricity demand,Trucks,EV,2025,GWh,68.0
4470,IND,India,Projection-STEPS,Electricity demand,Vans,EV,2025,GWh,200.0
4471,IND,India,Projection-STEPS,Electricity demand,Cars,EV,2025,GWh,1600.0
4472,IND,India,Projection-APS,EV sales,Buses,BEV,2025,Vehicles,10000.0
4473,IND,India,Projection-APS,EV sales,Buses,PHEV,2025,Vehicles,21.0
4474,IND,India,Projection-APS,EV sales,Trucks,BEV,2025,Vehicles,750.0
4475,IND,India,Projection-APS,EV sales,Trucks,PHEV,2025,Vehicles,930.0
4476,IND,India,Projection-APS,EV sales,Vans,BEV,2025,Vehicles,15000.0
4477,IND,India,Projection-APS,EV sales,Vans,PHEV,2025,Vehicles,1700.0
4478,IND,India,Projection-APS,EV sales,Cars,BEV,2025,Vehicles,340000.0
4479,IND,India,Projection-APS,EV sales,Cars,PHEV,2025,Vehicles,9400.0
4480,IND,India,Projection-APS,EV stock,Buses,BEV,2025,Vehicles,29000.0
4481,IND,India,Projection-APS,EV stock,Buses,PHEV,2025,Vehicles,41.0
4482,IND,India,Projection-APS,EV stock,Trucks,BEV,2025,Vehicles,790.0
4483,IND,India,Projection-APS,EV stock,Trucks,PHEV,2025,Vehicles,1100.0
4484,IND,India,Projection-APS,EV stock,Vans,BEV,2025,Vehicles,28000.0
4485,IND,India,Projection-APS,EV stock,Vans,PHEV,2025,Vehicles,2700.0
4486,IND,India,Projection-APS,EV stock,Cars,BEV,2025,Vehicles,670000.0
4487,IND,India,Projection-APS,EV stock,Cars,PHEV,2025,Vehicles,19000.0
4488,IND,India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2025,Milion barrels per day,0.0057000000961124
4489,IND,India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2025,Milion barrels per day,0.0002699999895412
4490,IND,India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2025,Milion barrels per day,0.0005300000193528
4491,IND,India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2025,Milion barrels per day,0.0073000001721084
4492,IND,India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2025,"Oil displacement, million lge",330.0
4493,IND,India,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2025,"Oil displacement, million lge",15.0
4494,IND,India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2025,"Oil displacement, million lge",30.0
4495,IND,India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2025,"Oil displacement, million lge",420.0
4496,IND,India,Projection-APS,EV sales share,Trucks,EV,2025,percent,0.379999995231628
4497,IND,India,Projection-APS,EV stock share,Trucks,EV,2025,percent,0.0309999994933605
4498,IND,India,Projection-STEPS,EV sales share,Cars,EV,2025,percent,7.0
4499,IND,India,Projection-STEPS,EV stock share,Trucks,EV,2025,percent,0.0209999997168779
4500,IND,India,Projection-STEPS,EV stock share,Cars,EV,2025,percent,1.0
4501,IND,India,Projection-STEPS,EV stock share,Vans,EV,2025,percent,0.270000010728836
4502,IND,India,Projection-STEPS,EV sales share,Vans,EV,2025,percent,3.0
4503,IND,India,Projection-STEPS,EV stock share,Buses,EV,2025,percent,2.0
4504,IND,India,Projection-STEPS,EV sales share,Trucks,EV,2025,percent,0.25
4505,IND,India,Projection-APS,EV sales share,Cars,EV,2025,percent,10.0
4506,IND,India,Projection-APS,EV stock share,Cars,EV,2025,percent,1.0
4507,IND,India,Projection-APS,EV stock share,Vans,EV,2025,percent,0.330000013113021
4508,IND,India,Projection-APS,EV sales share,Vans,EV,2025,percent,4.0
4509,IND,India,Projection-APS,Electricity demand,Buses,EV,2025,GWh,1500.0
4510,IND,India,Projection-APS,Electricity demand,Trucks,EV,2025,GWh,100.0
4511,IND,India,Projection-APS,Electricity demand,Vans,EV,2025,GWh,250.0
4512,IND,India,Projection-APS,Electricity demand,Cars,EV,2025,GWh,1800.0
4513,IND,India,Projection-STEPS,EV sales,Buses,BEV,2025,Vehicles,9300.0
4514,IND,India,Projection-STEPS,EV sales,Buses,PHEV,2025,Vehicles,19.0
4515,IND,India,Projection-STEPS,EV sales,Trucks,BEV,2025,Vehicles,140.0
4516,IND,India,Projection-STEPS,EV sales,Trucks,PHEV,2025,Vehicles,960.0
4517,IND,India,Projection-STEPS,EV sales,Vans,BEV,2025,Vehicles,11000.0
4518,IND,India,Projection-STEPS,EV sales,Vans,PHEV,2025,Vehicles,570.0
4519,IND,India,Projection-STEPS,EV sales,Cars,BEV,2025,Vehicles,260000.0
4520,IND,India,Projection-STEPS,EV sales,Cars,PHEV,2025,Vehicles,5200.0
4521,IND,India,Projection-STEPS,EV stock,Buses,BEV,2025,Vehicles,27000.0
4522,IND,India,Projection-STEPS,EV stock,Buses,PHEV,2025,Vehicles,38.0
4523,IND,India,Projection-STEPS,EV stock,Trucks,BEV,2025,Vehicles,170.0
4524,IND,India,Projection-STEPS,EV stock,Trucks,PHEV,2025,Vehicles,1100.0
4525,IND,India,Projection-STEPS,EV stock,Vans,BEV,2025,Vehicles,24000.0
4526,IND,India,Projection-STEPS,EV stock,Vans,PHEV,2025,Vehicles,1500.0
4527,IND,India,Projection-STEPS,EV stock,Cars,BEV,2025,Vehicles,560000.0
4528,IND,India,Projection-STEPS,EV stock,Cars,PHEV,2025,Vehicles,15000.0
4529,IND,India,Projection-APS,EV stock share,Buses,EV,2025,percent,2.0
4530,IND,India,Projection-APS,EV sales share,Buses,EV,2025,percent,13.0
4531,IND,India,Projection-STEPS,EV charging points,EV,Publicly available fast,2025,charging points,6000.0
4532,IND,India,Projection-STEPS,EV charging points,EV,Publicly available slow,2025,charging points,66000.0
4533,IND,India,Projection-APS,Oil displacement Mbd,Buses,EV,2025,Milion barrels per day,0.006000000052154
4534,IND,India,Projection-APS,Oil displacement Mbd,Trucks,EV,2025,Milion barrels per day,0.0004199999966658
4535,IND,India,Projection-APS,Oil displacement Mbd,Vans,EV,2025,Milion barrels per day,0.0006399999838322
4536,IND,India,Projection-APS,Oil displacement Mbd,Cars,EV,2025,Milion barrels per day,0.0086000002920627
4537,IND,India,Projection-APS,"Oil displacement, million lge",Buses,EV,2025,"Oil displacement, million lge",350.0
4538,IND,India,Projection-APS,"Oil displacement, million lge",Trucks,EV,2025,"Oil displacement, million lge",24.0
4539,IND,India,Projection-APS,"Oil displacement, million lge",Vans,EV,2025,"Oil displacement, million lge",37.0
4540,IND,India,Projection-APS,"Oil displacement, million lge",Cars,EV,2025,"Oil displacement, million lge",490.0
4541,IND,India,Projection-STEPS,EV sales share,Buses,EV,2025,percent,12.0
4542,IND,India,Projection-APS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,0.032999999821186
4543,IND,India,Projection-APS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,0.0081000002101063
4544,IND,India,Projection-APS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,0.0109999999403953
4545,IND,India,Projection-APS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,0.0689999982714653
4546,IND,India,Projection-APS,"Oil displacement, million lge",Buses,EV,2030,"Oil displacement, million lge",1900.0
4547,IND,India,Projection-APS,"Oil displacement, million lge",Trucks,EV,2030,"Oil displacement, million lge",470.0
4548,IND,India,Projection-APS,"Oil displacement, million lge",Vans,EV,2030,"Oil displacement, million lge",630.0
4549,IND,India,Projection-APS,"Oil displacement, million lge",Cars,EV,2030,"Oil displacement, million lge",4000.0
4550,IND,India,Projection-STEPS,EV charging points,EV,Publicly available fast,2030,charging points,39000.0
4551,IND,India,Projection-STEPS,EV charging points,EV,Publicly available slow,2030,charging points,260000.0
4552,IND,India,Projection-APS,EV sales share,Buses,EV,2030,percent,27.0
4553,IND,India,Projection-STEPS,EV sales,Buses,BEV,2030,Vehicles,35000.0
4554,IND,India,Projection-STEPS,EV sales,Buses,PHEV,2030,Vehicles,96.0
4555,IND,India,Projection-STEPS,EV sales,Trucks,BEV,2030,Vehicles,5900.0
4556,IND,India,Projection-STEPS,EV sales,Trucks,PHEV,2030,Vehicles,4700.0
4557,IND,India,Projection-STEPS,EV sales,Vans,BEV,2030,Vehicles,76000.0
4558,IND,India,Projection-STEPS,EV sales,Vans,PHEV,2030,Vehicles,6300.0
4559,IND,India,Projection-STEPS,EV sales,Cars,BEV,2030,Vehicles,910000.0
4560,IND,India,Projection-STEPS,EV sales,Cars,PHEV,2030,Vehicles,10000.0
4561,IND,India,Projection-STEPS,EV stock,Buses,BEV,2030,Vehicles,170000.0
4562,IND,India,Projection-STEPS,EV stock,Buses,PHEV,2030,Vehicles,410.0
4563,IND,India,Projection-STEPS,EV stock,Trucks,BEV,2030,Vehicles,19000.0
4564,IND,India,Projection-STEPS,EV stock,Trucks,PHEV,2030,Vehicles,19000.0
4565,IND,India,Projection-STEPS,EV stock,Vans,BEV,2030,Vehicles,230000.0
4566,IND,India,Projection-STEPS,EV stock,Vans,PHEV,2030,Vehicles,17000.0
4567,IND,India,Projection-STEPS,EV stock,Cars,BEV,2030,Vehicles,3500000.0
4568,IND,India,Projection-STEPS,EV stock,Cars,PHEV,2030,Vehicles,55000.0
4569,IND,India,Projection-APS,Electricity demand,Buses,EV,2030,GWh,9100.0
4570,IND,India,Projection-APS,Electricity demand,Trucks,EV,2030,GWh,2200.0
4571,IND,India,Projection-APS,Electricity demand,Vans,EV,2030,GWh,5100.0
4572,IND,India,Projection-APS,Electricity demand,Cars,EV,2030,GWh,16000.0
4573,IND,India,Projection-APS,EV sales share,Vans,EV,2030,percent,31.0
4574,IND,India,Projection-APS,EV stock share,Vans,EV,2030,percent,5.0
4575,IND,India,Projection-APS,EV stock share,Cars,EV,2030,percent,10.0
4576,IND,India,Projection-APS,EV sales share,Cars,EV,2030,percent,32.0
4577,IND,India,Projection-APS,EV stock share,Buses,EV,2030,percent,10.0
4578,IND,India,Projection-APS,EV stock share,Trucks,EV,2030,percent,0.560000002384185
4579,IND,India,Projection-STEPS,EV sales share,Trucks,EV,2030,percent,2.0
4580,IND,India,Projection-STEPS,EV stock share,Buses,EV,2030,percent,9.0
